index,person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status
4779,27,34000,RENT,MEDICAL,D,10000,16.77,YES
4780,27,34000,RENT,VENTURE,C,10000,13.49,YES
4781,33,34000,RENT,MEDICAL,D,10000,15.33,YES
4782,29,34000,RENT,DEBTCONSOLIDATION,B,10000,12.53,YES
4783,27,34000,RENT,PERSONAL,D,10000,15.37,YES
4784,28,54400,MORTGAGE,MEDICAL,C,18000,12.99,YES
4785,31,54400,MORTGAGE,MEDICAL,D,27050,14.54,YES
4786,30,54400,MORTGAGE,MEDICAL,A,23500,6.91,YES
4787,35,38469,RENT,HOMEIMPROVEMENT,C,10000,12.23,YES
4788,28,64000,MORTGAGE,HOMEIMPROVEMENT,E,6000,16.45,YES
4789,33,54400,MORTGAGE,MEDICAL,B,5000,11.86,YES
4790,28,39000,RENT,MEDICAL,D,10000,14.96,YES
4791,31,64000,MORTGAGE,DEBTCONSOLIDATION,B,25000,10.62,YES
4792,35,39000,RENT,MEDICAL,C,10000,13.16,YES
4793,28,54400,MORTGAGE,MEDICAL,D,5000,16.07,YES
4794,29,39000,RENT,HOMEIMPROVEMENT,D,10000,14.11,YES
4795,27,54400,MORTGAGE,MEDICAL,D,11000,15.33,YES
4796,31,64000,MORTGAGE,DEBTCONSOLIDATION,C,5100,13.22,YES
4797,28,10800,RENT,DEBTCONSOLIDATION,B,4200,11.83,YES
4798,31,14400,RENT,DEBTCONSOLIDATION,C,4200,14.17,YES
4799,30,39600,RENT,DEBTCONSOLIDATION,F,10000,20.89,YES
4800,29,40000,RENT,HOMEIMPROVEMENT,C,10000,13.16,YES
4801,28,64000,OTHER,PERSONAL,A,15000,9.63,YES
4802,34,64000,MORTGAGE,PERSONAL,B,24000,10.71,YES
4803,32,64500,MORTGAGE,EDUCATION,C,19400,13.11,YES
4804,28,64500,MORTGAGE,VENTURE,C,4000,13.79,YES
4805,30,50650,RENT,PERSONAL,B,4200,9.91,YES
4806,27,55512,RENT,MEDICAL,C,4200,14.26,YES
4807,27,53550,RENT,MEDICAL,B,4200,11.99,YES
4808,34,70000,RENT,EDUCATION,D,4200,14.61,YES
4809,34,59000,RENT,EDUCATION,D,4100,14.91,YES
4810,31,19200,RENT,MEDICAL,A,4075,8.32,YES
4811,31,66000,MORTGAGE,HOMEIMPROVEMENT,B,2400,9.91,YES
4812,31,42000,RENT,EDUCATION,B,10000,11.71,YES
4813,30,66000,MORTGAGE,HOMEIMPROVEMENT,B,12000,11.71,YES
4814,29,42000,RENT,HOMEIMPROVEMENT,D,10000,15.21,YES
4815,28,56100,MORTGAGE,MEDICAL,A,10000,8.49,YES
4816,30,66000,MORTGAGE,EDUCATION,C,11200,13.49,YES
4817,32,66000,MORTGAGE,DEBTCONSOLIDATION,D,2000,15.28,YES
4818,27,44000,RENT,VENTURE,C,10000,15.27,YES
4819,28,44000,RENT,MEDICAL,C,10000,13.48,YES
4820,31,44000,RENT,HOMEIMPROVEMENT,B,10000,10.71,YES
4821,29,44004,RENT,PERSONAL,D,10000,15.33,YES
4822,29,66000,MORTGAGE,DEBTCONSOLIDATION,E,8200,17.04,YES
4823,27,56525,MORTGAGE,MEDICAL,D,12000,15.95,YES
4824,28,48996,RENT,MEDICAL,B,10000,10.37,YES
4825,30,48996,RENT,HOMEIMPROVEMENT,E,10000,15.45,YES
4826,34,67392,MORTGAGE,PERSONAL,C,15000,13.85,YES
4827,27,57800,MORTGAGE,MEDICAL,D,16000,16.29,YES
4828,29,54000,RENT,HOMEIMPROVEMENT,C,10000,13.49,YES
4829,32,68000,MORTGAGE,EDUCATION,C,1000,14.72,YES
4830,29,54000,RENT,PERSONAL,B,10000,11.71,YES
4831,28,54000,RENT,EDUCATION,D,10000,16.49,YES
4832,28,54000,RENT,DEBTCONSOLIDATION,D,10000,16.02,YES
4833,27,54000,RENT,DEBTCONSOLIDATION,D,10000,15.95,YES
4834,27,68400,MORTGAGE,DEBTCONSOLIDATION,C,8000,14.26,YES
4835,29,54000,RENT,PERSONAL,D,10000,14.96,YES
4836,28,68900,MORTGAGE,PERSONAL,E,18000,17.39,YES
4837,29,39000,RENT,VENTURE,D,4000,15.99,YES
4838,31,69000,MORTGAGE,EDUCATION,A,4050,7.51,YES
4839,35,69000,MORTGAGE,VENTURE,D,25500,17.27,YES
4840,35,59000,RENT,PERSONAL,C,10000,13.49,YES
4841,27,58650,MORTGAGE,MEDICAL,A,4000,5.42,YES
4842,28,58650,MORTGAGE,MEDICAL,D,20000,14.91,YES
4843,32,62000,RENT,VENTURE,D,10000,17.27,YES
4844,28,69000,MORTGAGE,EDUCATION,A,15000,6.54,YES
4845,29,58650,MORTGAGE,MEDICAL,E,3000,17.19,YES
4846,30,66000,RENT,EDUCATION,D,10000,14.83,YES
4847,28,66000,RENT,DEBTCONSOLIDATION,D,10000,15.7,YES
4848,28,69000,MORTGAGE,DEBTCONSOLIDATION,F,25000,19.41,YES
4849,34,58650,MORTGAGE,MEDICAL,G,12000,20.17,YES
4850,31,60775,RENT,MEDICAL,D,10000,16.49,YES
4851,27,58650,MORTGAGE,MEDICAL,E,7500,15.07,YES
4852,30,69000,MORTGAGE,DEBTCONSOLIDATION,B,14000,10.14,YES
4853,29,69000,MORTGAGE,HOMEIMPROVEMENT,D,25000,12.8,YES
4854,28,65984,RENT,MEDICAL,D,10000,15.33,YES
4855,27,77976,RENT,VENTURE,C,10000,13.85,YES
4856,29,59354,MORTGAGE,MEDICAL,D,9600,13.67,YES
4857,33,78000,RENT,HOMEIMPROVEMENT,C,10000,13.06,YES
4858,30,59497,MORTGAGE,MEDICAL,D,17000,16.89,YES
4859,28,70000,MORTGAGE,DEBTCONSOLIDATION,A,9000,5.42,YES
4860,34,70000,MORTGAGE,DEBTCONSOLIDATION,B,17000,11.14,YES
4861,31,78000,RENT,EDUCATION,C,10000,14.27,YES
4862,27,60174,MORTGAGE,MEDICAL,B,3025,10.99,YES
4863,27,70800,MORTGAGE,EDUCATION,G,20000,21.21,YES
4864,30,80004,RENT,DEBTCONSOLIDATION,B,10000,12.21,YES
4865,35,60350,MORTGAGE,MEDICAL,E,25000,16.82,YES
4866,27,71000,OWN,VENTURE,E,5000,17.39,YES
4867,27,146000,RENT,VENTURE,C,10175,12.99,YES
4868,28,54400,RENT,MEDICAL,D,10200,16.89,YES
4869,31,21000,RENT,MEDICAL,A,11000,8.59,YES
4870,29,71400,MORTGAGE,PERSONAL,C,10000,14.27,YES
4871,27,30000,RENT,DEBTCONSOLIDATION,B,11000,9.91,YES
4872,28,71652,MORTGAGE,PERSONAL,G,25000,20.03,YES
4873,33,32400,RENT,EDUCATION,A,11000,6.99,YES
4874,29,35000,RENT,MEDICAL,A,11000,8.59,YES
4875,31,72000,MORTGAGE,EDUCATION,C,9000,15.96,YES
4876,27,61200,MORTGAGE,MEDICAL,A,13000,8.49,YES
4877,29,72000,MORTGAGE,DEBTCONSOLIDATION,D,12000,15.62,YES
4878,33,34000,RENT,DEBTCONSOLIDATION,D,11175,14.96,YES
4879,30,30809,RENT,EDUCATION,B,11200,11.99,YES
4880,34,33500,RENT,VENTURE,B,11200,12.21,YES
4881,31,34800,RENT,DEBTCONSOLIDATION,C,11200,13.23,YES
4882,29,34900,RENT,MEDICAL,B,11200,9.99,YES
4883,33,35000,RENT,MEDICAL,B,11200,10.36,YES
4884,31,35000,RENT,MEDICAL,B,11200,11.12,YES
4885,27,72000,MORTGAGE,PERSONAL,B,5000,11.86,YES
4886,30,46800,RENT,EDUCATION,C,11200,13.98,YES
4887,35,72000,MORTGAGE,EDUCATION,E,20000,16.7,YES
4888,34,60500,RENT,DEBTCONSOLIDATION,D,11200,15.62,YES
4889,29,61200,MORTGAGE,MEDICAL,F,15000,17.58,YES
4890,30,72000,MORTGAGE,HOMEIMPROVEMENT,B,7500,9.76,YES
4891,30,69000,RENT,EDUCATION,B,11200,12.42,YES
4892,34,74000,RENT,EDUCATION,C,11200,11.66,YES
4893,31,79050,RENT,MEDICAL,C,11200,13.99,YES
4894,31,35000,RENT,VENTURE,A,11400,6.91,YES
4895,32,30000,RENT,MEDICAL,B,11450,9.99,YES
4896,27,73000,MORTGAGE,HOMEIMPROVEMENT,B,10500,11.83,YES
4897,28,22188,RENT,EDUCATION,A,11500,8.49,YES
4898,28,25200,RENT,PERSONAL,D,11500,14.46,YES
4899,27,30000,RENT,VENTURE,B,11500,10.36,YES
4900,27,30000,RENT,VENTURE,B,11500,10.36,YES
4901,30,32000,RENT,VENTURE,C,11500,15.23,YES
4902,29,32000,RENT,MEDICAL,C,11500,14.22,YES
4903,27,34928,RENT,HOMEIMPROVEMENT,E,11500,16.0,YES
4904,30,36000,RENT,EDUCATION,C,11500,15.27,YES
4905,28,30000,RENT,MEDICAL,D,11500,14.46,YES
4906,34,74000,MORTGAGE,VENTURE,C,10000,15.96,YES
4907,32,25000,RENT,MEDICAL,C,11700,12.68,YES
4908,31,35000,RENT,MEDICAL,C,11700,13.06,YES
4909,27,44004,RENT,EDUCATION,D,11750,15.31,YES
4910,33,30000,RENT,DEBTCONSOLIDATION,B,11975,9.99,YES
4911,30,22452,RENT,VENTURE,A,12000,7.29,YES
4912,28,25000,RENT,MEDICAL,B,12000,9.83,YES
4913,34,25200,RENT,PERSONAL,C,12000,13.48,YES
4914,27,26237,RENT,VENTURE,C,12000,13.22,YES
4915,32,26400,RENT,VENTURE,A,12000,6.17,YES
4916,29,27000,RENT,DEBTCONSOLIDATION,D,12000,13.24,YES
4917,27,28000,RENT,MEDICAL,A,12000,7.51,YES
4918,30,28000,RENT,PERSONAL,C,12000,14.22,YES
4919,28,28080,RENT,DEBTCONSOLIDATION,A,12000,7.88,YES
4920,28,30000,RENT,DEBTCONSOLIDATION,A,12000,6.62,YES
4921,34,30000,RENT,HOMEIMPROVEMENT,A,12000,8.9,YES
4922,29,30000,RENT,PERSONAL,B,12000,10.36,YES
4923,30,30000,RENT,DEBTCONSOLIDATION,D,12000,15.21,YES
4924,27,30000,RENT,EDUCATION,B,12000,11.36,YES
4925,31,30000,RENT,DEBTCONSOLIDATION,B,12000,10.39,YES
4926,34,30412,RENT,MEDICAL,B,12000,10.38,YES
4927,30,31200,RENT,PERSONAL,E,12000,16.45,YES
4928,31,74000,MORTGAGE,VENTURE,C,1500,12.68,YES
4929,28,32000,RENT,DEBTCONSOLIDATION,A,12000,7.88,YES
4930,28,32400,RENT,DEBTCONSOLIDATION,C,12000,14.26,YES
4931,29,32800,RENT,MEDICAL,E,12000,16.45,YES
4932,32,33000,RENT,EDUCATION,A,12000,6.54,YES
4933,27,33000,RENT,MEDICAL,B,12000,10.75,YES
4934,28,33280,RENT,PERSONAL,A,12000,7.66,YES
4935,31,34000,RENT,MEDICAL,C,12000,13.16,YES
4936,29,34999,RENT,MEDICAL,B,12000,11.58,YES
4937,27,35000,RENT,PERSONAL,B,12000,9.91,YES
4938,27,35000,RENT,EDUCATION,A,12000,7.29,YES
4939,29,74000,MORTGAGE,EDUCATION,D,3000,16.32,YES
4940,35,36000,RENT,MEDICAL,D,12000,16.29,YES
4941,29,36000,RENT,MEDICAL,A,12000,7.49,YES
4942,29,36000,RENT,VENTURE,A,12000,7.49,YES
4943,28,36000,RENT,VENTURE,A,12000,5.42,YES
4944,33,36000,RENT,PERSONAL,A,12000,7.29,YES
4945,29,36000,RENT,DEBTCONSOLIDATION,B,12000,12.21,YES
4946,30,36400,RENT,MEDICAL,B,12000,10.65,YES
4947,32,37076,RENT,PERSONAL,B,12000,12.42,YES
4948,29,37920,RENT,PERSONAL,C,12000,13.48,YES
4949,27,38000,RENT,MEDICAL,A,12000,6.62,YES
4950,32,38000,RENT,EDUCATION,B,12000,12.42,YES
4951,34,62900,MORTGAGE,MEDICAL,A,18000,8.94,YES
4952,28,38500,RENT,PERSONAL,B,12000,10.75,YES
4953,28,38643,RENT,PERSONAL,B,12000,11.58,YES
4954,28,39000,RENT,DEBTCONSOLIDATION,C,12000,12.53,YES
4955,27,62900,MORTGAGE,MEDICAL,B,8000,11.46,YES
4956,28,74000,MORTGAGE,VENTURE,E,7000,15.38,YES
4957,28,34000,RENT,EDUCATION,D,12000,14.61,YES
4958,30,34000,RENT,DEBTCONSOLIDATION,C,12000,12.87,YES
4959,30,34046,RENT,MEDICAL,D,12000,14.96,YES
4960,32,34310,RENT,VENTURE,D,12000,14.96,YES
4961,27,36000,RENT,DEBTCONSOLIDATION,D,12000,14.09,YES
4962,31,36000,RENT,EDUCATION,B,12000,10.36,YES
4963,29,37000,RENT,HOMEIMPROVEMENT,A,12000,9.63,YES
4964,29,75000,MORTGAGE,PERSONAL,C,12000,13.16,YES
4965,33,75000,MORTGAGE,DEBTCONSOLIDATION,B,7500,10.08,YES
4966,29,75840,OWN,HOMEIMPROVEMENT,G,25000,21.27,YES
4967,29,76000,MORTGAGE,DEBTCONSOLIDATION,D,4400,16.29,YES
4968,28,40000,RENT,DEBTCONSOLIDATION,E,12000,15.57,YES
4969,32,64600,MORTGAGE,MEDICAL,B,25000,11.36,YES
4970,27,42000,RENT,DEBTCONSOLIDATION,E,12000,16.0,YES
4971,34,76000,MORTGAGE,DEBTCONSOLIDATION,E,20000,17.74,YES
4972,29,76000,MORTGAGE,HOMEIMPROVEMENT,F,20000,16.08,YES
4973,30,54000,RENT,EDUCATION,A,12000,6.62,YES
4974,30,65144,MORTGAGE,MEDICAL,E,5000,16.35,YES
4975,28,54000,RENT,MEDICAL,D,12000,15.31,YES
4976,27,25000,RENT,HOMEIMPROVEMENT,D,3000,15.62,YES
4977,35,25000,RENT,VENTURE,D,3000,15.33,YES
4978,32,27600,RENT,MEDICAL,B,3000,11.12,YES
4979,27,78000,MORTGAGE,PERSONAL,B,6775,10.59,YES
4980,27,28800,RENT,EDUCATION,A,3000,7.88,YES
4981,33,66300,MORTGAGE,MEDICAL,D,22000,14.59,YES
4982,29,78132,MORTGAGE,DEBTCONSOLIDATION,D,25000,15.33,YES
4983,29,59000,RENT,DEBTCONSOLIDATION,D,12000,16.49,YES
4984,31,78996,MORTGAGE,EDUCATION,B,15600,12.53,YES
4985,33,73000,MORTGAGE,DEBTCONSOLIDATION,D,5000,16.29,YES
4986,29,63600,RENT,DEBTCONSOLIDATION,B,12000,12.42,YES
4987,27,73000,MORTGAGE,DEBTCONSOLIDATION,B,18000,12.69,YES
4988,29,62050,MORTGAGE,MEDICAL,E,3600,17.99,YES
4989,34,66000,RENT,DEBTCONSOLIDATION,D,12000,14.3,YES
4990,34,73000,MORTGAGE,PERSONAL,D,7500,15.99,YES
4991,31,35000,RENT,VENTURE,D,3000,14.74,YES
4992,27,36000,RENT,HOMEIMPROVEMENT,D,3000,15.62,YES
4993,31,73000,MORTGAGE,HOMEIMPROVEMENT,F,16000,19.41,YES
4994,32,73000,MORTGAGE,PERSONAL,C,4750,13.11,YES
4995,31,73000,MORTGAGE,DEBTCONSOLIDATION,E,18000,17.39,YES
4996,28,69000,RENT,VENTURE,D,12000,14.46,YES
4997,35,69000,RENT,EDUCATION,B,12000,11.26,YES
4998,29,73000,MORTGAGE,EDUCATION,D,21000,13.36,YES
4999,27,73680,MORTGAGE,DEBTCONSOLIDATION,E,10000,17.93,YES
5000,27,62900,RENT,MEDICAL,D,12000,15.95,YES
5001,32,74000,MORTGAGE,EDUCATION,B,13650,12.42,YES
5002,27,74000,MORTGAGE,PERSONAL,B,25000,11.46,YES
5003,27,74400,MORTGAGE,DEBTCONSOLIDATION,D,10000,16.0,YES
5004,27,74700,MORTGAGE,HOMEIMPROVEMENT,B,5000,11.49,YES
5005,27,75000,MORTGAGE,EDUCATION,B,12000,9.91,YES
5006,28,75000,MORTGAGE,PERSONAL,A,3000,7.9,YES
5007,30,73000,RENT,VENTURE,C,12000,14.26,YES
5008,30,75000,MORTGAGE,HOMEIMPROVEMENT,C,14000,13.79,YES
5009,31,76000,MORTGAGE,EDUCATION,C,12000,15.96,YES
5010,30,64600,MORTGAGE,MEDICAL,D,8000,15.99,YES
5011,28,76000,MORTGAGE,HOMEIMPROVEMENT,A,5000,8.94,YES
5012,31,76000,MORTGAGE,PERSONAL,C,5000,12.41,YES
5013,28,65450,MORTGAGE,MEDICAL,D,15000,16.89,YES
5014,30,76500,RENT,MEDICAL,D,12000,17.27,YES
5015,32,77000,MORTGAGE,DEBTCONSOLIDATION,B,23000,11.49,YES
5016,34,77000,MORTGAGE,EDUCATION,B,15000,11.14,YES
5017,27,77000,MORTGAGE,EDUCATION,E,15000,17.74,YES
5018,32,77400,MORTGAGE,DEBTCONSOLIDATION,F,10000,18.43,YES
5019,32,113000,RENT,HOMEIMPROVEMENT,D,12000,16.29,YES
5020,33,96053,RENT,MEDICAL,E,12000,15.68,YES
5021,32,117000,RENT,PERSONAL,E,12000,17.93,YES
5022,30,117005,RENT,VENTURE,E,12000,18.79,YES
5023,31,100300,RENT,MEDICAL,D,12000,14.91,YES
5024,27,78000,MORTGAGE,HOMEIMPROVEMENT,D,35000,17.27,YES
5025,27,223000,RENT,EDUCATION,D,12000,14.96,YES
5026,32,703800,RENT,MEDICAL,D,12000,15.33,YES
5027,33,36000,RENT,EDUCATION,B,12200,9.99,YES
5028,27,27996,RENT,PERSONAL,B,12250,11.26,YES
5029,28,28800,RENT,VENTURE,B,12250,10.59,YES
5030,30,31500,RENT,MEDICAL,C,12250,13.85,YES
5031,27,35196,RENT,MEDICAL,C,12250,13.23,YES
5032,28,42000,RENT,MEDICAL,D,12250,14.59,YES
5033,28,78000,MORTGAGE,VENTURE,D,10000,15.99,YES
5034,33,36000,RENT,MEDICAL,A,12325,6.54,YES
5035,34,108000,RENT,HOMEIMPROVEMENT,D,12350,14.96,YES
5036,27,35000,RENT,MEDICAL,D,12500,15.65,YES
5037,27,36500,RENT,EDUCATION,B,12500,10.25,YES
5038,31,36000,RENT,VENTURE,D,2800,16.0,YES
5039,28,39600,RENT,VENTURE,E,2800,16.77,YES
5040,28,78000,MORTGAGE,HOMEIMPROVEMENT,B,24000,10.25,YES
5041,27,66300,MORTGAGE,MEDICAL,E,20000,17.56,YES
5042,27,58800,RENT,HOMEIMPROVEMENT,B,2800,12.69,YES
5043,28,78000,MORTGAGE,HOMEIMPROVEMENT,B,24000,11.83,YES
5044,29,16800,RENT,HOMEIMPROVEMENT,D,2750,14.84,YES
5045,31,78000,MORTGAGE,HOMEIMPROVEMENT,C,20000,14.26,YES
5046,33,44000,RENT,HOMEIMPROVEMENT,B,2725,12.18,YES
5047,30,15000,RENT,EDUCATION,B,2700,12.69,YES
5048,28,66300,MORTGAGE,MEDICAL,D,12000,14.11,YES
5049,28,78000,MORTGAGE,DEBTCONSOLIDATION,E,12000,16.95,YES
5050,29,78000,MORTGAGE,HOMEIMPROVEMENT,A,18000,9.38,YES
5051,30,78111,MORTGAGE,PERSONAL,A,25000,7.51,YES
5052,31,78305,MORTGAGE,PERSONAL,D,10000,14.59,YES
5053,31,10000,RENT,DEBTCONSOLIDATION,A,2650,7.4,YES
5054,32,67150,MORTGAGE,MEDICAL,D,13000,16.0,YES
5055,30,79200,MORTGAGE,EDUCATION,A,9000,8.49,YES
5056,27,30996,RENT,HOMEIMPROVEMENT,D,2600,14.74,YES
5057,33,79200,MORTGAGE,HOMEIMPROVEMENT,D,25000,15.58,YES
5058,28,34000,RENT,PERSONAL,D,2600,15.62,YES
5059,35,38420,RENT,EDUCATION,C,2575,15.96,YES
5060,31,40500,RENT,MEDICAL,C,12500,13.61,YES
5061,34,14400,RENT,PERSONAL,B,2500,10.0,YES
5062,27,14400,RENT,EDUCATION,F,2500,18.3,YES
5063,28,68000,MORTGAGE,MEDICAL,F,24500,18.3,YES
5064,27,18000,RENT,PERSONAL,D,2500,14.74,YES
5065,31,19968,RENT,EDUCATION,B,2500,9.62,YES
5066,27,68255,MORTGAGE,MEDICAL,E,17500,17.93,YES
5067,28,54000,RENT,DEBTCONSOLIDATION,B,12700,11.71,YES
5068,27,35000,RENT,EDUCATION,B,12800,10.0,YES
5069,30,30000,RENT,MEDICAL,C,12800,14.79,YES
5070,30,38000,RENT,MEDICAL,A,12800,5.79,YES
5071,30,70125,MORTGAGE,MEDICAL,D,25000,15.33,YES
5072,34,69000,RENT,VENTURE,D,12800,15.7,YES
5073,30,44500,RENT,MEDICAL,E,13000,16.32,YES
5074,31,46000,RENT,VENTURE,D,13000,14.59,YES
5075,31,70550,MORTGAGE,MEDICAL,F,18000,19.74,YES
5076,28,54000,RENT,EDUCATION,C,13000,15.23,YES
5077,27,61000,RENT,PERSONAL,B,13000,10.59,YES
5078,34,66996,RENT,DEBTCONSOLIDATION,D,13000,15.2,YES
5079,35,83234,MORTGAGE,DEBTCONSOLIDATION,D,10000,18.25,YES
5080,35,84000,MORTGAGE,DEBTCONSOLIDATION,C,15200,15.27,YES
5081,31,144000,RENT,EDUCATION,G,13000,21.21,YES
5082,30,33736,RENT,MEDICAL,C,13600,13.57,YES
5083,28,84000,MORTGAGE,DEBTCONSOLIDATION,D,3000,15.99,YES
5084,29,71400,MORTGAGE,MEDICAL,A,8000,8.49,YES
5085,27,44000,RENT,EDUCATION,B,13650,10.65,YES
5086,28,57936,RENT,MEDICAL,D,13650,14.42,YES
5087,32,30000,RENT,DEBTCONSOLIDATION,C,13750,12.73,YES
5088,29,42000,RENT,PERSONAL,B,13750,11.36,YES
5089,33,33036,RENT,VENTURE,C,13800,13.47,YES
5090,27,51600,RENT,VENTURE,C,13800,13.57,YES
5091,29,84000,MORTGAGE,DEBTCONSOLIDATION,D,8000,14.96,YES
5092,30,23000,RENT,VENTURE,A,14000,7.88,YES
5093,28,41400,RENT,DEBTCONSOLIDATION,C,14000,13.48,YES
5094,27,42000,RENT,DEBTCONSOLIDATION,B,14000,9.88,YES
5095,33,42000,RENT,VENTURE,D,14000,15.7,YES
5096,27,84000,MORTGAGE,PERSONAL,C,20000,12.29,YES
5097,31,84000,MORTGAGE,HOMEIMPROVEMENT,G,25000,17.34,YES
5098,28,42900,RENT,PERSONAL,B,14000,11.14,YES
5099,35,84000,MORTGAGE,DEBTCONSOLIDATION,C,20000,11.54,YES
5100,28,37000,RENT,DEBTCONSOLIDATION,D,14000,14.42,YES
5101,29,43738,RENT,MEDICAL,A,14000,7.88,YES
5102,29,45000,RENT,PERSONAL,B,14000,12.69,YES
5103,28,39000,RENT,EDUCATION,A,14000,7.9,YES
5104,31,45000,RENT,MEDICAL,A,14000,7.91,YES
5105,31,45000,RENT,MEDICAL,C,14000,13.06,YES
5106,27,45000,RENT,EDUCATION,B,14000,9.76,YES
5107,27,72250,MORTGAGE,MEDICAL,D,10000,14.83,YES
5108,31,72250,OTHER,MEDICAL,F,25000,17.03,YES
5109,28,44000,RENT,DEBTCONSOLIDATION,F,14000,19.04,YES
5110,34,44000,RENT,DEBTCONSOLIDATION,D,14000,15.65,YES
5111,35,47400,RENT,PERSONAL,D,14000,14.42,YES
5112,32,86000,MORTGAGE,DEBTCONSOLIDATION,E,15000,16.4,YES
5113,27,86000,MORTGAGE,HOMEIMPROVEMENT,C,20000,13.43,YES
5114,27,86000,MORTGAGE,EDUCATION,A,23000,6.17,YES
5115,33,86000,MORTGAGE,DEBTCONSOLIDATION,C,3600,13.98,YES
5116,27,48000,RENT,DEBTCONSOLIDATION,C,14000,13.79,YES
5117,27,86260,MORTGAGE,EDUCATION,C,18000,13.72,YES
5118,30,74797,MORTGAGE,MEDICAL,E,4800,18.79,YES
5119,31,74797,MORTGAGE,MEDICAL,D,10000,15.58,YES
5120,29,74797,MORTGAGE,MEDICAL,D,15000,15.33,YES
5121,27,56500,RENT,HOMEIMPROVEMENT,D,14000,13.87,YES
5122,27,88000,MORTGAGE,HOMEIMPROVEMENT,A,5000,8.9,YES
5123,32,88000,MORTGAGE,DEBTCONSOLIDATION,C,17600,13.49,YES
5124,33,88000,MORTGAGE,DEBTCONSOLIDATION,C,20000,13.48,YES
5125,29,88000,MORTGAGE,DEBTCONSOLIDATION,E,16000,16.45,YES
5126,30,110400,RENT,VENTURE,D,14000,16.89,YES
5127,35,138000,RENT,PERSONAL,A,14000,7.9,YES
5128,35,30000,RENT,MEDICAL,C,14125,12.99,YES
5129,28,30000,RENT,DEBTCONSOLIDATION,D,14125,14.74,YES
5130,27,31897,RENT,MEDICAL,C,14125,12.68,YES
5131,35,88000,MORTGAGE,PERSONAL,D,10000,14.11,YES
5132,33,34800,RENT,HOMEIMPROVEMENT,B,14125,10.37,YES
5133,30,36500,RENT,EDUCATION,A,14125,8.9,YES
5134,27,39000,RENT,EDUCATION,A,14125,8.49,YES
5135,29,40000,RENT,MEDICAL,B,14150,12.69,YES
5136,33,88296,MORTGAGE,DEBTCONSOLIDATION,E,15000,15.88,YES
5137,32,30000,RENT,EDUCATION,C,14300,13.49,YES
5138,27,30000,RENT,MEDICAL,B,14300,10.39,YES
5139,30,31800,RENT,VENTURE,B,14400,10.75,YES
5140,29,36000,RENT,MEDICAL,B,14400,10.62,YES
5141,27,88970,MORTGAGE,DEBTCONSOLIDATION,B,20000,11.99,YES
5142,31,38000,RENT,VENTURE,A,14400,8.94,YES
5143,30,43000,RENT,DEBTCONSOLIDATION,A,14400,6.99,YES
5144,27,75905,OWN,MEDICAL,F,18000,17.26,YES
5145,29,44500,RENT,VENTURE,C,14400,13.61,YES
5146,29,45000,RENT,PERSONAL,A,14400,7.29,YES
5147,30,90000,MORTGAGE,DEBTCONSOLIDATION,A,4800,8.9,YES
5148,28,92000,MORTGAGE,PERSONAL,C,7750,14.22,YES
5149,32,28800,RENT,PERSONAL,E,14500,16.7,YES
5150,34,31000,RENT,MEDICAL,A,14500,7.88,YES
5151,35,32000,RENT,MEDICAL,A,14500,6.17,YES
5152,27,35000,RENT,DEBTCONSOLIDATION,C,14500,13.98,YES
5153,28,30000,RENT,MEDICAL,B,14500,11.14,YES
5154,30,40581,RENT,VENTURE,C,14500,13.23,YES
5155,32,79050,MORTGAGE,MEDICAL,F,24000,18.62,YES
5156,33,79050,MORTGAGE,MEDICAL,D,12750,15.95,YES
5157,31,93900,MORTGAGE,VENTURE,F,24000,16.08,YES
5158,28,28800,RENT,EDUCATION,C,15000,14.65,YES
5159,28,28896,RENT,PERSONAL,C,15000,13.48,YES
5160,31,30000,RENT,HOMEIMPROVEMENT,B,15000,10.0,YES
5161,28,31200,RENT,MEDICAL,B,15000,11.83,YES
5162,30,32000,RENT,DEBTCONSOLIDATION,B,15000,12.42,YES
5163,27,32960,RENT,PERSONAL,A,15000,6.91,YES
5164,27,96000,MORTGAGE,VENTURE,C,3000,14.17,YES
5165,33,96000,MORTGAGE,DEBTCONSOLIDATION,D,15000,14.62,YES
5166,29,82450,MORTGAGE,MEDICAL,E,7500,14.5,YES
5167,27,97000,MORTGAGE,PERSONAL,C,8275,10.59,YES
5168,27,33600,RENT,DEBTCONSOLIDATION,A,15000,5.79,YES
5169,30,98000,MORTGAGE,EDUCATION,B,9000,11.49,YES
5170,30,98000,MORTGAGE,HOMEIMPROVEMENT,B,35000,10.59,YES
5171,30,98000,MORTGAGE,DEBTCONSOLIDATION,D,5200,16.49,YES
5172,29,98000,MORTGAGE,HOMEIMPROVEMENT,B,7925,10.59,YES
5173,32,42000,RENT,EDUCATION,D,2000,15.62,YES
5174,28,42000,RENT,DEBTCONSOLIDATION,D,2000,14.96,YES
5175,27,83300,MORTGAGE,MEDICAL,D,12000,15.21,YES
5176,27,44000,RENT,MEDICAL,B,2000,11.49,YES
5177,31,34000,RENT,VENTURE,B,15000,9.88,YES
5178,29,35000,RENT,VENTURE,A,15000,7.9,YES
5179,34,35000,RENT,PERSONAL,B,15000,10.99,YES
5180,31,35000,RENT,MEDICAL,C,15000,13.11,YES
5181,29,35000,RENT,DEBTCONSOLIDATION,C,15000,13.22,YES
